Episode,Link,Podcast,Guest(s),Host,Podcast link,Tags,Type
Improving fire safety of battery systems with Ofodike Ezekoye,https://www.listennotes.com/podcasts/fire-science-show/044-improving-fire-safety-of-bGrXnCwYBLe/,Fire Science Show,Ofodike Ezekoye,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,battery; fire; safety; lithium-ion; energy; storage; renewable; electricity; technology; systems; research; risk; perception; fear; science; data; incidents; grid; blackout; fuel; solar; wind; energy generation; net zero; building; infrastructure; Nobel Prize; University of Texas; Austin; academic papers; professor; expert; battery fire; thermal runaway; complexity; solutions; innovation; optimization;safety; fire; science; battery; systems; complexity; technology; risk; management; research; improvement; safety science; fire issues; consequences; fuel packages; public; manufacturers; regulators; authorities; EVs; parking garages; roadmap; road; position; chemistry; anode; cathode; fluid; chemical compounds; reactions; risk management; cell; single cell; ecosystem; heat transfer; behavior; capacity; battery management system; charging; discharging; car; building;battery; cell; failure; fire; safety; system; complexity; analysis; management; thermal runaway; nuclear; reactor; spaceport; rocket; fuel; warehouse; building; software; control; sensor; HVAC; fusion; reactor; material; manufacturing; quality control; metrology; national interest; strategic; interest; transportation; energy storage; lithium ion; anode; cathode; separator; short circuit; mechanical damage; environmental failure; heat transfer; phase change material; compartmentalization,Pod
Industry lead research with Steve Gwynne and Mike Spearpoint,https://www.listennotes.com/podcasts/fire-science-show/084-industry-lead-research-kEQSDjGa3cF/,Fire Science Show,Steve Gwynne and Mike Spearpoint,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,industry-led research; fire safety; fire engineering; fire risk consultancy; fire risk; research; science; fire; safety; OFR Consultants; OFR; academia; industry;  podcast episode; Q&A episode; fire safety challenges; fire safety futures; fire engineering expertise; fire safety research; fire safety engineering; fire safety challenges; fire safety futures; fire safety; fire safety research; fire safety engineering; fire safety challenges; fire safety futures; fire safety; fire;industry-led research; research revenue; commercial viability; scientific fundamental research; academic research; industrial partner; research project; government; academia; industry; currency; publications; subject matter expertise; research; practice; data reservoirs; research project; research questions; research capability; research track; research deliverable; research message; research integrity; research currency; research quality; research oversight; research supervision;ethics; engineering; reputation; academic; industry; research; transparency; publication; impact factor; journal; scoring system; quality; ranking; prestige; academia; government; university; scoring; system; transparency; publication; industry; academia; ethics; reputation; quality; ranking; prestige; scoring; system; transparency; publication; industry; academia; ethics; reputation; quality; ranking; prestige; scoring; system; transparency; publication; industry; academia; ethics; reputation; quality; ranking,Pod
"Informal settlements we need solutions not gadgets, Richard Walls",https://www.listennotes.com/podcasts/fire-science-show/077-informal-settlements-we-h_iHVfnO-DM/,Fire Science Show,Richard Walls,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,informal settlements; fire; Kindling; fire safety; engineering; Richard Waltz; Stellenbosch University; South Africa; Project Iris; fire safety engineering; fire risk; fire safety issues; fire safety guidelines; fire safety in informal settlements; fire safety engineering in informal settlements; fire safety challenges; fire safety solutions; fire safety in Africa; urbanization; apartheid; land; electrical devices; electrical issues; electrical infrastructure; electrical problems; fire investigation; fire department; fire trucks; fire safety;water; hydrants; firefighting; informal settlements; density; fire; infrastructure; drought; pressure; resources; sustainability; recycling; materials; construction; informal; formal; settlement; population; family; dwelling; density; homes; fire department; suppression; firefighting; water supply; infrastructure; buildings; materials; research; clay; straw; composite; timber; lightweight; fire risk; fire safety; fire prevention; fire suppression; fire hydrants; fire fighting; water infrastructure; fire department;settlement; fire; informal; homes; management; policy; infrastructure; resources; access; materials; upgrade; formal; brick; concrete; slabs; construction; layout; grid; re-blocking; rearranging; NFPA;  wildland; fire department; response; evacuation; fuel; branding; ignition; radiation; flame; impingement; ignition; collapse; paraffin stove; flash over; experiments; full-scale; guidance; fire safety; engineering; guideline; book,Pod
Introducing the Book of Fire An Online Resource Hub for Fire Engineers,https://www.listennotes.com/podcasts/fire-science-show/127-introducing-the-book-of-DLvTrJmNPFR/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire Engineers; Fire Safety; Fire Engineering; Fire Risk; Fire Dynamics; Fire Safety Engineering; Fire Protection; Fire Simulation; Smoke Control; Fire Dynamics Simulator; Building Research Institute; ITB; Smoke Alarms; Sprinklers; Fire Dynamics; Fire Safety Challenges; Fire Safety Hub; Fire Safety Resource; Fire Safety Online Course; Fire Safety Community; Circle Software; Fire Safety Education; Fire Safety Training; Fire Safety Professionals; Fire Safety Engineers; Fire Safety Consultants; Fire Safety Experts;fire safety engineering; NFPA 204; fire codes; laws; magical numbers; global knowledge; local context; fire practice; fire engineering; fire engineer; engineer; scientist; resource hub; resource base; Book of Fire; online course; fire safety; career pathways; core competencies; SFP; fire scientist; fire engineer career; fire safety engineer; fire safety engineering; fire codes; fire laws; magical numbers; global knowledge; local context; fire practice;codes; standards; academic skills; writing; literature reviews; fire engineers; battle launch; beta; online course; Book of Fire; fire engineering; resources; IFSS; Japan; JVVA; Jimmy; Gabrielle,Pod
Introduction,https://www.listennotes.com/podcasts/fire-science-show/introduction-J1yeZ7WPrRj/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire science; fire testing; smoke control; wind engineering; coupled wind and fire modeling; fire technology; NFPA; SFPE; fire safety; fire research; fire engineering; fire modeling; fire simulation; fire testing; fire safety engineering;fire engineering; research; engineer; scientist; guests; experts; evacuation; CFD; structural fire engineering; facades; artificial intelligence; large-scale fire experiments; toxicity; PhD students; postdocs; master's students; fire safety; fire risk assessment; fire prevention; fire protection; fire investigation; fire research; fire experiments,Pod
Managing EV Fires at Sea with Elena Funk and Magnus Arvidson,https://www.listennotes.com/podcasts/fire-science-show/133-managing-ev-fires-at-sea--YDpwjv4xXH/,Fire Science Show,Elena Funk and Magnus Arvidson,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,electric vehicle fires; fire safety; ferries; shipping deck; car park; civil engineers; RISE; DBI; fire engineering; Elbas; Lashfire; IMO regulations; fire prevention; fire protection; fire suppression; fire extinguishment; fire spread; fire drills; fire training; fire detection; water mist; low-pressure water mist; punching device; extinguishing lance; fire blanket; fire safety devices; fire safety solutions; Roro ships; Roro cargo; semi-automatic fire suppression system; electric vehicle fire; drenching system; water spray system; fire test hall; RISE; BorÃ¥s; calorimeter; heat release rate; IMO standard; internal combustion engine vehicle; battery electrical vehicle; fire extinguishing; fire suppression; vehicle fire; fire safety; fire risk assessment; fire prevention; fire protection; fire testing; fire simulation; fire investigation; fire damage; fire spread; fire containment; fire behavior; fire growth; fire development; fire;fire; heat; blanket; battery; vehicle; water; cooling; temperature; system; testing; safety; firefighting; fire extinguishing; drencher; water mist; low-pressure; fire growth; fuel; gasoline; electric vehicle; internal combustion engine; fire spread; fire suppression; heat release rate; fire testing; fire simulation; fire prevention; fire protection; RORO deck; ship; maritime; port; fire emergency; fire response; emergency response; fire training; fire suppression,Pod
Mass timber fire dynamics with Dr. Carmen Gorska,https://www.listennotes.com/podcasts/fire-science-show/130-mass-timber-fire-4yWSrJxUv5c/,Fire Science Show,Dr. Carmen Gorska,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire science; mass timber; fire dynamics; timber compartments; opening factor; charring rates; critical heat flux conditions; self-extinction; fire safety; fire engineering; fire risk consultancy; OFAR Consultants; Philip Thomas Award; IFSS Symposium; PhyDynamics; cross-laminated timber; CLT; CFD; numerical studies;ventilation control; heat losses; fuel controlled; opening factor; Thomas and Henselden plot; combustion rate; CLT; compartment fires; heat fluxes; temperature distributions; charring rates; pyrolysis gases; oxygen-rich; fuel-rich; ventilation; heat generation; stoichiometry; fire engineering; combustion efficiency; oxygen supply; air flow; spatial distribution; temperature fields; localized effect; severe fires; FDS modeling; timber; conventional buildings; non-combust;fire dynamics; mass eviction mixing; combustion; fuel; geometry; temperature distribution; symmetry; pyrolysis; char; lamination; self-extinction; radiation shield; heat feedback; ventilation; fire time history; kerosene; wood cribs; CLT; pool fire; decay stage,Pod
Modeling fires of natural fuels with Eric Mueller,https://www.listennotes.com/podcasts/fire-science-show/088-modeling-fires-of-jn2xsERGpdI/,Fire Science Show,Eric Mueller,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,IFSS; Fire safety; NIST; Dr;simulate; quantum; volume; detail; structure; model; resources; computational; resources; scale; needle; pine; litter; fuel; convection; heat; transfer; radiation; flame; spread; ignition; wildfire; combustion; processes; degradation; wall; facade; green; systems; fire; science; heat; fluxes; kilowatts; square; meter; porous; medium; compacting; cooling; vegetative; fuels; canopy; control; volume; conservation; FDS; Lagrangian particles; Bosch fire case; vegetation; fuels; NIST; FDS code; fire modeling; pyrolysis; evaporation; moisture content; drag; wind tunnel; firebrand production; mass loss; detachment; particles; control volumes; Eulerian approach; grid cells; resolution sensitivity; grid sensitivity; numerical construct; numerical methods; flow field; flow profiles; forest canopy; homogeneous layer; sub-canopy space; tree-to-tree gaps; boundary layer,Pod
Modelling human behaviour in wildfire evacuation with Erica Kuligowski,https://www.listennotes.com/podcasts/fire-science-show/019-modelling-human-veO-pbnPV2d/,Fire Science Show,Erica Kuligowski,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,evacuation; human behavior; fire safety engineering; cognitive biases; decision-making process; fire modeling; wildfire evacuation; bushfires; fire protection engineering; sociology; disaster response; risk perception; threat perception; fire research; fire investigation; Chimney Top's fire; pandemic; fire engineering; fire safety; fire protection;evacuation; risk perception; gender; fire; emergency officials; self-efficacy; decision-making; community; social influence; herd behavior; disaster; wildfires; bushfires; livestock; pets; experience; cues; threat; messaging; archetypes; Facebook; advertising; simulation; World Trade Center; military training; neighbors; confirmation; threat confirmation; negative behavior; media; video; congestion;evacuation; warning; experience; threat; risk; fire; community; evacuation drill; survey; communication; consequences; tourists; preparedness; bushfire; maps; geospatial; risk perception; warning system; emergency management,Pod
More realism in evacuation modelling with Anne Templeton,https://www.listennotes.com/podcasts/fire-science-show/052-more-realism-in-m4qPKvp70CY/,Fire Science Show,Anne Templeton,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,evacuation; group behavior; collective behavior; crowd psychology; social psychology; social identity theory; human behavior; modeling; group processes; identities; psychological crowds; physical crowds; group membership; emergency; evacuation modeling; social identity; group behavior in crowds; group dynamics; walking behavior; pedestrian movement; simulation; group processes in crowd psychology; emergency response; crowd modeling; behavioral response; evacuation processes; group membership in emergency response; psychological crowd behavior; group behavior in emergency response;group identity; group processes; social influence; emergency evacuation; group size; group behavior; crowd psychology; group coordination; fire safety; building design; evacuation strategy; phased evacuation; group interaction; group dynamics; group trust; group identity formation;survive; fire; capabilities; information; trust; leaders; collective; coordination; guidelines; group; processes; communication; guidance; legitimacy; social identity; emergencies; disasters; prevention; public; help; resources; coordination; realism; pedestrian behavior; models; group behavior; psychology; crowd; events; surveys; experiments; motivation; simulation,Pod
Next-gen smoke control experimental facility and a digital twin with Grzegorz Krajewski,https://www.listennotes.com/podcasts/fire-science-show/067-next-gen-smoke-control-EJokPY4rHO6/,Fire Science Show,Grzegorz Krajewski,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire; science; smoke; control; ventilation; facility; project; research; investigation; corridor; evacuation; system; simulation; testing; engineering; design; fire safety; compartment; CFD; door; Poland; UK; Germany;full-scale; justified; scaling; factors; North Star; smoke control; performance; validation; method; test; artificial; fire; scenario; safety; building; asset; calculations; standard; needs; implicit; level; assumptions; experimental; proof; fundamentals; compartment; adjustment; corridor; environmental; conditions; facility; benchmark; solutions; technicalities; geometrical; area; heat; release; rate; fires; propane; burners; computer; controlled; fire; curve; ventilation; fire; FDS; CFD; Digital Twin; smoke; ventilation; corridor; facility; experiment; validation; heat; rate; temperature; radiation; oxygen; velocity; zone; model; algorithm; PID; controller; simulation; HPC; cluster; facility; design; wind; engineering; pressurization; detection; system; sprinkler; water mist; burner; propane; mass flow; controller; thermocouple; radiation; intensity; radiation; intensity; oxygen; measurement,Pod
NIST Fire Calorimetry Database with Matt Bundy,https://www.listennotes.com/podcasts/fire-science-show/110-nist-fire-calorimetry-C6ZrEzTnbe-/,Fire Science Show,Matt Bundy,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire research; NIST; calorimetry; heat release rate; fire engineer; fire safety; fire engineering; fire testing; fire experiment; fire calorimeter; fire measurement; fire database; fire research laboratory; fire engineer; fire risk consultancy; OFAR Consultants; fire risk assessment; fire safety features; fire engineering expertise; fire interview; fire scientist; fire dynamics; fire modeling; fire simulation; fire experiment; fire measurement; fire calorimeter; fire database;oxygen; CO; CO2; calorimeter; heat; flow; pressure; temperature; combustion; fuels; soot; calorimetry; heat release rate; mass loss rate; heat flux; radiative heat flux; combustion products; combustion efficiency; heat of combustion; gas chromatograph; positive displacement flow meter; combustion efficiency; environmental permit; pollution admittance; database; measurements; uncertainties; accuracy; precision; mass loss calorimeter; cone calorimeter; heat flux gauge; ASTM committee; calorimeter; calorimetry; NIST; database; fire research; data acquisition; video; metadata; uncertainty; National Fire Research Lab; data collection; instrumentation; heat release rate; throughput; time synchronization; NTP; EPpoch; Unix time; time frame; absolute time; human-readable time; leap years; leap seconds; Ethernet; web development; public database; fire testing; heat flux gauges; thermocouples; heat transfer; flame spread; fire dynamics; fire behavior,Pod
Objective driven suppression system for Swedish tunnels with Ulf Lundström,https://www.listennotes.com/podcasts/fire-science-show/090-objective-driven-loJ-60XjU8t/,Fire Science Show,Ulf Lundström,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,sprinklers; water-fixed firefighting systems; tunnels; road administration; fire safety; Swedish Road Administration; Ulf LundstrÃ¶m; fire engineering; OFR Consultants; Antarctic; Atacama Desert; Chile; telescope; observatory; fixed firefighting systems; safety concepts; fire risk consultancy; fire engineering expertise; industrial professionals; fire safety features; tunnel safety issues; traffic environment; urban tunnels; longitudinal ventilation; fire brigade; smoke control; Northern Link; tunnel project; ring;tunnel; fire; sprinkler; detection; firefighting; safety; water; hydrant; system; regulations; cost-effective; efficiency; suppression; evacuation; ventilation; probability; risk; warehouse; storage; building; codes; standards; design; testing; experiment; scale; full-scale; laboratory; momentum; buoyant; smoke; penetration; fuel; suppression; efficiency;SW24; nozzles; fire; smoke; control system; sprinklers; water; temperature; RISE; tunnels; heat sensing cables; cameras; traffic; heavy rain; hydrogen system; city water supply net; corrosion; Alvenius pipes; copelings; IKEA; welding; bolts; flat package; testing; maintenance; audit; custom-built systems; development; world-leading expertise; regulations; controller; sprinkler regulations; certified controller,Pod
On the use and abuse of CFD in fire engineering with Wolfram Jahn,https://www.listennotes.com/podcasts/fire-science-show/013-on-the-use-and-abuse-of-QKJZp-lOG2j/,Fire Science Show,Wolfram Jahn,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire engineering; Computational fluid dynamics; CFD modeling; Fire forecasting; Data simulation; Navier-Stokes equations; Fire dynamics simulator; ADS; Pontificial Catholic University of Chile; Dalmarnock; Fire compartment; Fire prediction; FDS; ANSYS; BIM; Immersed boundary method; Non-structured meshes; Polyhedral meshes; Meshing; Discretization of space; Fire simulation; Fire modeling;CFD; CFD package; fire; flow; flow rate; flow through duct; geometry; mesh size; model; physics; radiation model; simulation; smoke; turbulence; velocity; volumetric flow; water flow,Pod
Performance Based Fire Protection Engineer with David Stacy,https://www.listennotes.com/podcasts/fire-science-show/056-performance-based-fire-920LIBvpXN5/,Fire Science Show,David Stacy,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire Engineering; Fire Modeling; Fire Safety; Performance-Based Design; Fire Protection; Fire Service; Firefighting; Fire Department; Fire Hydrant; Fire Modeling Startup; Fire Modeling Software; Fire Codes; Fire Code Officials; Fire Marshals; Fire Inspectors; Building Code Officials; Performance-Based Fire Engineering; Fire Modeling Projects; Fire Engineering Projects; Fire Safety Engineers; Fire Safety Engineering; Fire Safety Experts; Fire Safety Consulting; Fire Safety Training; Fire Safety Education; Fire;fire; firefighters; fire service; fire safety; fire protection; fire engineering; building officials; fire officials; UL; NIST; PBD; performance-based design; fire ground operations; heat release rate; design fire characteristics; fire modeling; smoke control; high-rise smoke group enclosures; PS; pathfinder; CONTAM;performance-based design; excess travel distance; fire separation distance; smoke detection; air aspiration; design fires; fire modeling; CFD; FDS; SFPE; NIST; fire safety journal; fire technology; heat release rate; energy battery; vehicle type; occupancy; fire protection; life safety; code challenge; fire department access; smoke movement; fire department; performance-based design committee; design fire database; SFED handbook; University of Maryland; private experimental data; design fire characteristics,Pod
Pyrolife from fire resistance to fire resilience with Cathelijne Stoof,https://www.listennotes.com/podcasts/fire-science-show/017-pyrolife-from-fire-svfe2jNcmMx/,Fire Science Show,Cathelijne Stoof,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,wildfire; PhD project; Pyrolife; fire resistance; fire resilience; multidisciplinary; fire management; landscape; climate change; fuel management; fire awareness; firewise; fire risk; communication; risk management; ITN Action; Wageningen University; Skodoska-Kyri; ITB;fire; firefighters; airplanes; helicopters; ground crews; suppression; landscape; fuel; smoke; wildfires; prescribed burns; Mediterranean; ecosystem; seeds; roots; soil; climate change; seasons; fuel conditions; urban fires; earthquake; hurricane; megawatts; ISO standard; time temperature curve; temperature; structural elements; probability; threat; design fire size; infrastructure; internet; teleworking; pandemic; countryside; indigenous inhabitants; city rats;air tanker; fire service; landscape fire; fire brigade; urban fire; building code; fire safety; fire management; fire suppression; fire prevention; prescribed fire; fire lighter; fire compartment; fire training; fire tactics; corridor approach; fire breaks; hand crews; fire knowledge; fire regime; fire management,Pod
QA-1,https://www.listennotes.com/podcasts/fire-science-show/qa1-november-2022-k8DF2YjlrZJ/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Firesize;  Voicemail; Contact Form; Email; Fire Resistance; Testing; AS1504; EN1366; Fire Protection; Steel; Columns; Beams; Eurocode 3; Section Factor; Temperature; Heating; Fire Protection Continuity; Numerical Method Modeling; Thermocouples; Connections; Joints; Fire Exposure; Fire Load; Fire Behavior; Fire Protection; Fire Resistance Testing; Fire Testing; Wojciech; Piotr;smoke detection; car parks; fire safety; fire detection; smoke control; fire brigade; fire load; LPG gas detection systems; fire engineers; fire safety engineer; architecture; aesthetics; fire engineering; fire safety in aesthetically pleasing buildings; fire safety engineer involved; fire safe buildings; timber compartments; fireboards; fire behavior; fire dynamics; active systems; sprinklers; water mist; smoke control; fire safety engineer; aesthetically pleasing material; fire safety in buildings;fire safety; building code; prescriptive code; performance-based design; smoke control; shopping malls; fire evacuation; fire engineering; fire safety education; fire safety in Iran; fire safety in Poland; fire safety in countries,Pod
Reflecting on 2023 and Igniting the Future,https://www.listennotes.com/podcasts/fire-science-show/qa6-reflecting-on-2023-and-l5w9mn8kM6g/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire engineering; fire safety; fire risk consultancy; OFR; fire fundamentals; fire engineering expertise; fire community;  podcasting; fire risk; fire safety engineers; beginner fire safety engineers; online course; Book of Fire; fire science show community; special episodes; fire size  firesize Book of Fire; community; Fire Science Show community; Fire Science Show  Fire Science Show community;green walls; fire engineering; living walls; research; journal paper; conferences; fire protection; fire safety; innovation; design; engineering,Pod
Researching fire with firefighters UL FSRI Steve Kerber and Craig Weinschenk,https://www.listennotes.com/podcasts/fire-science-show/036-researching-fire-with-BtqW-TCucwN/,Fire Science Show,Steve Kerber and Craig Weinschenk,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,firefighters; Underwriters Laboratories Fire Safety Research Institute; ULFSRI; fire safety; research institute; fire safety research; fire safety risks; fire safety issues; fire safety solutions; fire experiments; fire physics; laboratory testing; fire modeling; wildland urban interface; fire forensics; fire service; fire safety education; fire safety training; data acquisition; fire safety research institute; fire safety research center; fire safety laboratory; fire safety testing; fire safety analysis; fire safety design;fire; service; research; experiment; measurement; science; variables; control; scale; engineering; project; grant; program; fire protection; physics; lab; field; ventilation; suppression; firefighting; practitioner; fire station; fire department; training; education; simulation; scenario; scenario-based; scenario-based training; scenario-based education; scenario-based research; scenario-based experiment;firefighter; fire; fire safety; fire service; fire technology; fire investigation; fire protection; fire safety journal; fire safety research; fire safety education; fire safety training; fire safety publications; fire safety reports; fire safety data; fire safety graphs; fire safety plots; fire safety diagrams; fire safety simulations; fire safety modeling; fire safety tools; fire safety equipment; fire safety devices; fire safety systems; fire safety testing; fire safety analysis; fire safety research methods; fire,Pod
Residential fire safety with Dan Madrzykowski and Charlie Fleischmann,https://www.listennotes.com/podcasts/fire-science-show/059-residential-fire-safety-vVaZqXCLmfG/,Fire Science Show,Dan Madrzykowski and Charlie Fleischmann,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety; residential fires; household fires; fire research; fire engineering; fire physics; home fires; fire fatalities; fire risk; fire prevention; self-rescue; fire service; lithium-ion batteries; e-scooters; e-bikes; social inequality; informal settlements; fire codes; residential homes; fire hazards; fire risks; fire protection; fire prevention; fire safety research; fire safety engineering; fire safety physics;fire; firefighters; oxygen; smoke; alarm; home; construction; materials; safety; research; design; fires; science; chemistry; physics; engineering; technology; innovation; education; communication; listening; needs; users; reputation; insurance; regulation; government; industry; manufacturing; testing; quality; standards; code; compliance; certification; accreditation; training; simulation; modeling; prediction; prevention; mitigation; response; recovery; recovery; investigation; analysis; data; statistics; information; fire; houses; insulation; windows; fire safety; physics; energy; passive houses; ventilation; fire department; firefighting; research; engineers; fire hose prop; water; nozzle; data; measurement; entrainment; training; prop; building; compartment; temperature; pressure; oxygen; smoke; heat release rate; decay stage; flashover; collapse; firefighters; physics of fires; compartments; Poland; New Zealand; Europe; United States; sustainability; energy conservation; sustainable building,Pod
Resilient design for firefighter safety with Ali Ashrafi,https://www.listennotes.com/podcasts/fire-science-show/021-resilient-design-for-bJE56TGSkqI/,Fire Science Show,Ali Ashrafi,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,wind engineering; earthquake engineering; fire engineering; structural fire engineering; performance-based engineering; fire resistance; firefighter resiliency; building design; firefighting; fire engineering framework; engineering; engineering framework; objective; fire; structure; safety; design; engineering discipline; dialogue; safety goals; multifaceted issues; building design; building resilience; firefighter; firefighters;  episode; host; guest; structural engineer; fireproofing;prescriptive; fire resistance; firefighters; stability; evacuation; firefighting; infrastructure; standpipes; sprinklers; collapse; refurbishment; codes; regulations; context; design; safety; explicit; implicit; performance-based; seismic risk; resilience;bunker; structural fire engineering; structural engineering; fire resistance; firefighters; fire experts; building design; fire safety; life safety; performance-based design; third-party peer reviews; seismic performance-based design; building codes; building standards; fire engineering; architects; safety officials; engineers; design; firefighting; fire tactics; building collapse; fire risk assessment; objective; stakeholder; collaboration; authority; approval; jurisdiction; risk level; building performance; fire behavior; fire dynamics,Pod
Resilient road tunnel infrastructure with Ingo Riess,https://www.listennotes.com/podcasts/fire-science-show/040-resilient-road-tunnel-Uty8ZCD-BFL/,Fire Science Show,Ingo Riess,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Poland; Ukraine; Russia; Dr;road networks; resilience; fire suppression; tunnel; Germany; Austria; Switzerland; road tunnel; fire resistance; life safety; cost-benefit analysis; tunnel operation; fire brigade; refurbishment; tunnel network; railway tunnel; ventilation systems; longitudinal ventilation; transversal system; jet fans; control algorithms; smoke control zone; flow management; CFD; Monte Carlo; simulation; metrology; boundary conditions; grid size;tunnel; fire; CFD; simulation; air movement; smoke; ventilation; airflow; velocity; fire engineering; tunnel design; network modeling; 1D modeling; 3D modeling; boundary conditions; dynamic flow; traffic movement; egress model; FDS; jet fan; jet impingement; traffic; road tunnels; railway tunnels; stations; railway network; flow field; flow profile; temperature stratification; momentum balance; Panuli effect; resistance; flow resistance; flow acceleration,Pod
Revolutionizing Civil Engineering Through AI with MZ Nasser,https://www.listennotes.com/podcasts/fire-science-show/121-revolutionizing-civil-WaZL1bHev7A/,Fire Science Show,MZ Nasser,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Artificial intelligence; Explainable AI; Machine learning; Causality; Data-driven analysis; Cautiolity; Fire safety; Civil engineering; Environmental engineering; ChatGPT; Code; Algorithms; Predictions; Discovery; Knowledge; Textbook; Equation; Experiment; Non-linearity; Dimensionality; High-dimensionality; Stream of knowledge; Meta-analysis; Database; Relations; Variables; Parameters; Dimensionless numbers; KROC; Heat capacity;spalling; spawning; concrete; data; AI; prediction; empirical analysis; causality; nonlinear; statistical analysis; numerical simulations; theoretical derivations; domain knowledge; physics; relationships; causal inference;prediction; machine learning; AI; parameters; data points; regression; classification; association; chromatic; engineering; coding-free; software; algorithm; confidence; accuracy; spalling; civil engineering; coding; user interface; interface; analysis; data analytics; chatGPT; XGBoost; Python; Navier-Seux; CFD,Pod
Risk as a tool for thinking with Ruben van Coile,https://www.listennotes.com/podcasts/fire-science-show/071-risk-as-a-tool-for-aCM1Llf8q2o/,Fire Science Show,Ruben van Coile,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,risk; engineering; fire; safety; probability; consequence; fire safety; risk engineering; risk assessment; fire risk assessment; ISO 16732; fire engineering; risk perception; behavioral economics; human factors; subjective factors; engineering tool; objective; transparency; probability of a fire; quantified measure; fire-related; weather; risk aversion; risk engineering; fire safety engineering; decision-making; design; building performance;risk profile; risk performance; risk; de minimis; ALARP; intolerable risk; probability; consequence; probability of exceedance; probability of exceedance curve; probability of exceedance graph; risk profile curve; risk profile graph; risk profile matrix; scatter plot; matrix; 2D visualization; multidimensional; FM diagram; frequency; vertical axis; horizontal axis; consequence dimension; probability dimension; probability of exceedance axis; consequence axis; tolerability limit; tolerable risk; negligible;ALARP; cost-effectiveness; risk; tolerability; probability; consequence; scenario; engineering; concept; legislation; economics; vulnerability; vulnerability limit; prescriptive guidance; holistic; environmental; cladding; facade; staircases; obligation; politician; architect; firefighter; unbiased; tool; thinking; quantified; liability; comfort; performance; devices; failure; probabilities; distribution; scatter; choice; model; assumptions,Pod
